idx,sentence1,label
1542, حجم مظلومیت کشاورزان شرق اصفهان غیر قابل توصیفه...هر استان دیگه ای بود و این بلا رو سر مردمش میاوردن ساکت نمیشستن در عجبم که چرا ما اصفهانی ها اینقدر بی تفاوت از کنار این مسئله رد میشیم...,Nonpolitical
1543,«به هواداران کنفرانس ضدایران در ورشو توصیه می‌کنم کتاب ... ژنرال Władysława Andersa رو بخونن که چطور ایرانی‌ها به کمک سربازان و خانواده‌های آن‌ها و بچه‌های یتیم کمک کردند»,Political
1544,  آهان، درسته. بسیار خوشحالم که آزاد شده. اصلا نباید دستگیر میشد در وهله اول,Nonpolitical
1545, چند سال پیش از سر یه کوچه رد میشدیم یه بنده خدایی به دوستش گفت امروز هرکی موبایل نداره با کلاسه.سر مهریه هم همینه.هر کی مهریه اش پایین تره میگن چه خانواده ی با فهمی .خدا پدر و مادرشونو رحمت کنه.خداییش رحمت خریدن واسه پدرو مادر نمی ارزه؟,Nonpolitical
1546,گفته بودم ذاتا سرخوش و مستم؟ فقط باید موقعیتش پیش بیاد:))))) یا که شکوفا میشد :((,Nonpolitical
1547,  این دقیقا لبه ! منتهی اون لب، یه لبه دیگه است,Nonpolitical
1548, خیلی عجیبه به جای اینکه ریپورتش کنن فالوو میکنن,Nonpolitical
1549, 😂😂😂😂حاجی دارم به دوستیو همدلی دعوت میکنم فن بیانم کیریه😂,Nonpolitical
1550,ابوالفضل قدیانی عضو سازمان مجاهدین انقلاب در واکنش به برخوردهای صورت گرفته با اسماعیل بخشی و سپیده قلیان و پخش فیلم طراحی سوخته «مسبب اصلی تمامی این اعمال» را رهبر جمهوری اسلامی دانست.,Political
1551,واقعا هدف لیبرال ها و لیبرالیسم در ایران اسلامی چیست..آن ها که می دانند قافیه را می بازند.#خاتمی_سندتقلب_کو https:…,Political
1552,جا دارد انسان از خواندن این خبر دق کند,Nonpolitical
1553,دلم ميخواد آهنگى كه الان دارم گوش ميدم رو بفرستم اينجا شما هم گوش بدين روح و جانتون آرام بگيره :),Nonpolitical
1554,از هر 1000 تا جنایات و کثافات #فرقه_تبهکار یکیشه که به شبکه های اجتماعی و دیدرس مردم میرسه 999 تای دیگه رو هیچوقت کسی متو…,Political
1555,ولی اونجا که شاعر میگه “از اینجا تا دم در هم بری دلشوره میگیرم” بیشتر به نظر میرسه شاعر بیماری روانی چیزی داشته باشه,Nonpolitical
1556,بعد از هفده روز انتظار تماس گرفتن که بیست و سوم بیا دکتر رفته خارج . :| خاک خاک خاککک,Nonpolitical
1557, توی این #چهل_سال آنهمه میلیاردها دلاری که دراین چهل سال از منابع نفت ایران به جیب جمهوری اسلامی ریخت کجا رفت ؟ ب…,Political
1558, همدانی همونی نبود تو سوریه به گاری رفت,Nonpolitical
1559, کافه بیشه مرزداران اگه رفتی سلام منم بهشون برسون بچه های باحالی داره,Nonpolitical
1560, ایشالا ک چیزی نپردازی و همونجام موندگار شی خلاص شی از این خراب شده,Nonpolitical
1561, منظورم این بود که کلن دنبال قیمت پایین هستین اینجا پیدا نمی کنین,Nonpolitical
1562, امیدوارم اونقدر دلخوشیای حقیقیت زیاد باشن وقتی برا مجازی نداشته باشی,Nonpolitical
1563,اینکه هر کسی یه اکانت فیک بسازع و باهاش بره به دخترا سکسشو بفرسته اصلا کار سختی نیستافتخار هم ندارهنهایتشم بلاک شدنه پس م…,Nonpolitical
1564, آغوشت اندك جايي براي زيستن ، و اندك جايي براي مردن...و گريزِ  از شهر كه به هزار انگشت به وقاحت پاكي آسمان را متهم مي كند...فالو كن بدجنس 🙈🙈🙈🏃🏿‍♂️🏃🏿‍♂️🏃🏿‍♂️,Nonpolitical
1565, فکرمیکردم فقط دکورشون هری پاتریه! دیگه حتما حتما میرم 😀,Nonpolitical
1566,چهره واقعی غرب مدعی حقوق بشر رادر برخورد باخبرنگار مسلمان دیدیم،این است رفتارمتناقض مدعیان دروغین حقوق بشر آیااین جماعت وح…,Political
1567,🎥 ببینید| انتشار برای نخستین‌بار به مناسبت سالروز #ازدواج حضرت علی و حضرت زهرا علیهماالسلام«توصیه‌های رهبر انقلاب برا…,Nonpolitical
1568, بی‌تربیت تو ریپلای های اینجا ریدی به هر فیلمی که من دوست دارم‌ که.,Nonpolitical
1569,🔸میمنت حسینی چاوشی، جمعيت‌شناس بازداشت شده، آزاد شد🔹استاد جمعیت‌شناسی که چند وقت پیش با اتهام نفوذ بازداشت شده بود از زندان آزاد شدمحمود بهزادی، وکیل دادگستری:‌▫️من امروز صبح به دادسرا مراجعه کردم که دادیار زندان اعلام کرد خانم چاوشی چند روز است که آزاد شده‌اند/ ایرنا,Political
1570, منو ۲۰۰ تا فالو کردن تا دیشب اومدم تکییت زدم ۲۵ تا انفالو کردن😂😂😂با توییت زدنم مشکل دارن,Nonpolitical
1571,مدركمو بهم دادن باورم نميشه، بگين بخدا ديگه لازم نيست كليمو بفروشم پولشو بدم؟نه خانوم ديگه همينه.تامااام.و تماااام.دلاورانه جنگيد اين بازيكن برا اين ورق.,Nonpolitical
1572, امده بودند که کنار هر کاخی کوخها نباشند خودشان کاخها ساختند و کوخها ویران ای تف توو روحت خمینی با اذنابت,Political
1573,برجام FATF اروپا رو ول کنجواب پس بدهبرای حمایت از کالای ایرانی چیکارکردی؟۶ساله تولید رو لنگ برجام کردی#کمیپین_جواب_پس_بده#شعارسال#حمایت_ازکالای_ایرانی,Political
1574, باکایوکا رو رد کردن این رد کنن دیگه همه چی تمومه😂😂,Nonpolitical
1575,مشخصه‌ی هر انقلاب شعوری، نقش روشنفکران درآن انقلاب‌ست. اگر روزی واتسلاو هاول این نقش را در چک ایفا کرد، امروز #علی_عبدالرض…,Political
1576,  اینا که نتونستن آرزوی ماهارو بر آورده کنن شاید اون مادر جنده تونست :)))),Nonpolitical
1577,سالانه ۴۰هزار #دختر ایرانی در #سن کمتر از ۱۴ سال #ازدواج می‌کنند گزارش مرکز پژوهش‌های مجلس بسیار نگران کننده است👇,Political
1578,یادآوری حمله های سال ۸۸ فتنه گران به ماشین های آتشنشانی#موسوی_سندتقلب_کو,Political
1579,  اندیشه کشتنی نیست باحکم قتل وزندان.نگاه ما به فرداست....,Political
1580,«از سال‌های نخست دهه‌ی ۶۰ به بعد، تا بیش از یک دهه اثری از جنبش زنان در صحنه‌ی علنی و عمومی جامعه نبود. سرکوب گسترده‌ی نهاد…,Political
1581, تازه اگه بشه میریم ی جا که کسی نباشه,Nonpolitical
1582, آن دم که چشمانت مرا، از عمق چشمانم ربودیکی از پر مغزترین ترانه هارو داره این آهنگ، آهنگسازی هم که شاهکار ترکیب موسیقی غربی و شرقی، صدا هم که هیچی، فوق‌العاده اس,Nonpolitical
1583, یکی منو اینجوری ببینه غذا از گلوم پایین نمیره,Nonpolitical
1584, دعا كن زيبا از من خوشش بياد برم تو دلش؛ يه ماكارونى بپزم يه وجب ته ديگ داشته باشه😁😁,Nonpolitical
1585,   رحیم پور ازغدی دریک سخنرانیشون فرمودن حتا دو تا کودک دبستانی هم میتونن باهم ازدواج کنن ، و اسلام حد و مرزی برای سن ازدواج نزاشته ...چرا خودتونو گول میزنید ؟؟؟,Political
1586,گل دوم 😂😂بازم لوکاکو پاس داد و این بار لینگارد با خونسردی زدخط دفاع آرسنال روی مدافعای چینی رو سفید کرده,Nonpolitical
1587, 😸😻🙏🏻لطف توست واقعا در ترم جديدمون اسمتو مينويسيم استاد با دخترها اينقدر جدى نيست😼,Nonpolitical
1588, صدبار گفتم به اینها تکیلا ندیدن بخورن، اینها فقط ودکا روسی براشون خوبه تکیلا بخورن حس برشون میداره😁😂,Nonpolitical
1589,  به خاطر خودتم که شده امیدوارم نشون نده =))))))))))))))(((()))(؟؛&amp;€؛,Nonpolitical
1590,"""تقرير:  """" الذین یملکون شهادة ماجستير ینامون في كارتون"""" حول قبر #الخميني                       #إيرانوهناك مئات آلاف مليارات يتم من ممتلكات شعب ايراني يتم ضخهم في جيوب الارهابين فی سوریا ولبنان والیمن والعراق #السعودية #البحرين #اليمن """,Nonpolitical
